2012-12-05,242.364
2013-01-08,235.524
2013-03-15,320.8248
2013-06-28,180.306
2013-08-23,297.422
2013-09-17,175.829
2013-10-26,163.956
2014-02-26,324.9
2014-03-25,198.0
2014-05-13,243.6
2014-06-25,236.5
2014-08-12,164.0
2014-09-28,128.3
2015-03-21,175.57
2015-05-15,232.18
2015-06-16,244.19
2015-07-27,163.97
2015-09-13,154.71
2015-10-29,149.76
2016-03-05,276.58
2016-04-28,208.64
2016-06-04,280.24
2016-07-24,225.29
2016-09-18,197.41
2016-11-07,130.37
2017-03-14,282.91
2017-04-23,325.71
2017-05-26,326.98
2017-07-03,132.47
2017-08-15,175.75
2017-10-09,122.94
2018-02-11,220.655
2018-03-15,253.604
2018-04-24,283.272
2018-06-07,319.76
2018-10-25,125.879
2018-12-19,231.883
2019-02-15,294.314
